,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
200503,  -5.70,  -2.84,  -3.03,  -2.20,  -2.83,  -4.05,  -2.20,  -1.94,  -0.54,  -2.73,  -1.96,  -2.31,  -1.99,  -3.62,   0.25,  -1.72,   0.08,  -0.58,  -2.56,  -0.64,  -1.03,  -3.73,  -1.69,  -0.82,   0.59
200504,  -5.99,  -6.26,  -5.04,  -7.21,  -6.46,  -7.38,  -6.24,  -5.55,  -6.80,  -5.84,  -5.29,  -3.86,  -5.63,  -5.18,  -3.81,  -3.79,  -4.33,  -4.44,  -3.99,  -2.23,  -0.97,  -1.97,  -3.74,  -0.35,  -2.71
200505,   6.86,   6.11,   4.76,   3.23,   6.06,   9.71,   7.17,   7.19,   6.37,   6.16,   5.91,   6.25,   5.40,   4.40,   6.31,   6.10,   5.67,   6.86,   5.60,   4.92,   3.93,   2.49,   2.69,   1.63,   3.12
200506,   3.70,   3.50,   4.57,   4.87,   5.02,   2.23,   4.10,   5.00,   3.95,   4.30,   2.15,   2.39,   3.32,   3.90,   3.87,   0.97,   2.05,   4.67,   3.25,   3.25,  -1.62,   0.94,   1.07,   2.04,   2.62
200507,   7.96,   7.11,   7.04,   6.72,   7.55,   6.35,   6.66,   7.74,   6.51,   6.89,   4.41,   5.99,   6.70,   5.87,   3.96,   6.13,   5.41,   5.32,   7.46,   4.28,   4.69,   1.96,   2.79,   2.50,   5.14
200508,  -2.40,  -0.77,  -0.42,  -1.59,  -0.59,  -2.19,  -2.17,  -1.06,  -1.67,  -1.61,  -2.49,  -0.46,  -0.73,  -1.57,  -0.51,  -1.68,  -0.03,  -0.54,  -0.62,   0.05,  -1.78,  -0.82,  -0.02,  -0.76,   1.36
200509,   1.11,   1.40,   0.59,   0.87,  -1.14,   0.31,   1.26,   0.30,   1.22,   0.43,  -0.69,   1.48,   1.31,   0.28,   0.25,   0.25,   0.98,  -0.21,   4.51,   1.95,  -0.40,   1.32,   1.39,   1.16,   3.11
200510,  -3.99,  -2.75,  -2.60,  -2.08,  -2.84,  -3.81,  -1.79,  -3.41,  -2.08,  -3.67,  -3.18,  -4.36,  -1.16,  -3.37,  -4.27,  -1.18,  -2.60,  -3.42,  -4.39,  -4.24,  -0.35,  -2.41,  -0.78,  -0.29,  -4.58
200511,   4.96,   4.83,   4.81,   4.04,   3.24,   5.96,   3.49,   4.69,   6.15,   2.45,   7.22,   5.67,   5.05,   4.11,   1.38,   5.61,   4.87,   4.70,   3.76,   2.58,   3.92,   3.95,   3.74,   4.02,   0.59
200512,  -0.44,   0.23,  -0.66,   0.64,   0.60,  -0.09,  -0.49,  -0.72,   0.11,  -1.40,   0.44,   1.03,   0.68,   0.56,   1.07,   0.13,   2.14,   1.05,   1.20,   1.69,  -1.03,   0.24,   1.12,   0.20,   0.11
200601,  11.49,   9.56,   8.37,   7.90,   8.44,   7.28,   8.48,   9.97,   9.67,   8.21,   5.42,   8.46,   8.72,   5.66,   5.61,   5.17,   5.51,   4.29,   4.71,   4.37,   1.37,   1.42,   2.52,   3.30,   7.04
200602,  -0.58,   1.33,  -0.38,  -0.99,   0.48,  -0.05,  -0.36,  -0.34,  -0.69,  -1.66,   0.42,  -0.91,   0.09,  -2.54,  -0.41,   0.73,  -0.34,   0.68,  -2.43,   0.11,  -0.17,   0.67,   0.45,   2.13,  -2.89
200603,   3.97,   5.64,   4.32,   5.68,   6.88,   3.84,   4.37,   6.35,   5.96,   3.88,   4.59,   4.46,   3.22,   1.94,   2.60,   3.89,   2.21,   2.80,   1.57,   1.95,   0.91,   1.67,   1.68,   0.95,   1.04
200604,  -1.38,  -1.24,   0.46,   0.72,   2.03,  -0.70,   0.58,   2.73,   0.84,   2.08,  -1.32,   0.26,   0.57,   1.76,   1.92,   0.04,   0.12,   1.22,   5.27,   1.89,  -0.74,   2.36,   2.61,   2.10,   3.56
200605,  -9.26,  -5.93,  -3.68,  -4.82,  -4.20,  -6.32,  -6.01,  -3.86,  -5.39,  -2.72,  -6.02,  -5.43,  -4.08,  -2.75,  -2.49,  -5.47,  -3.11,  -2.94,  -2.21,  -1.86,  -2.88,  -2.75,  -2.83,  -1.59,  -1.07
200606,  -1.04,  -0.79,  -0.99,  -0.23,  -0.02,  -0.37,   1.07,   0.15,   0.80,   0.17,  -1.13,   0.01,  -0.85,   0.48,  -0.29,  -0.38,  -1.91,   0.40,  -2.05,   1.07,   0.30,  -0.86,   0.16,   1.10,   2.91
200607,  -5.85,  -3.35,  -3.12,  -2.61,  -2.37,  -4.91,  -4.73,  -2.69,  -3.19,  -1.90,  -5.87,  -3.68,  -3.66,  -1.79,  -1.68,  -4.70,  -3.61,  -2.33,  -3.64,  -0.32,  -1.47,   2.39,   1.74,   2.23,   1.16
200608,   3.51,   2.10,   2.93,   3.04,   2.56,   3.68,   2.59,   2.57,   4.74,   0.76,   2.89,   1.87,   2.16,   3.06,   1.57,   1.74,   2.71,   0.75,   3.99,   2.19,   4.20,   2.07,   3.15,  -0.37,   0.70
200609,  -0.19,   0.50,  -0.21,   0.95,   1.79,   0.79,   2.17,   0.80,   1.87,   0.49,   2.40,   0.06,   1.99,   0.57,   0.32,   2.60,   2.42,   1.29,   0.50,   0.64,   3.05,   1.96,   3.30,   1.04,   4.31
200610,   7.12,   6.20,   5.91,   4.70,   5.50,   6.06,   5.50,   4.89,   4.09,   5.06,   5.60,   4.65,   2.65,   4.37,   5.69,   4.16,   4.90,   2.82,   3.41,   3.43,   2.96,   3.35,   2.51,   3.47,   5.76
200611,   1.35,   2.98,   1.98,   1.99,   2.95,   1.54,   3.12,   2.94,   3.46,   2.56,   4.24,   3.76,   3.42,   4.25,   4.05,   3.57,   4.38,   3.50,   2.29,   4.82,   0.80,   2.51,   1.64,   2.89,  -0.14
200612,   0.21,   1.13,   1.37,   2.67,   3.68,  -2.20,   0.05,   0.34,   0.76,   1.16,  -1.01,   0.18,   0.69,   1.28,   0.41,  -1.12,   0.51,   0.33,   1.49,   1.79,  -0.09,   2.13,   2.27,   2.44,   3.65
200701,   1.55,   0.21,   0.11,   0.13,   4.12,   2.06,   1.89,   0.71,   1.00,   3.03,   3.95,   1.98,   2.42,   4.18,   1.33,   4.22,   3.92,   1.27,   3.86,   1.72,   2.15,   0.98,   0.86,   1.10,   3.04
200702,  -0.69,  -0.85,  -0.77,  -0.94,   0.29,  -1.03,   0.14,  -0.78,  -0.93,   0.53,   0.54,   1.07,   0.64,  -0.12,   1.02,  -0.80,   0.66,   0.31,   0.38,   0.81,  -2.34,  -1.39,  -3.86,  -0.69,  -2.86
200703,   0.36,  -0.02,   1.39,   0.93,   0.78,   0.72,   1.47,  -0.44,   1.93,  -1.37,   2.81,   1.63,   2.16,   1.68,   0.91,   0.77,   1.22,   0.19,   1.04,   3.44,   0.36,   1.49,   0.96,   1.96,   1.92
200704,   3.20,   0.47,   0.39,  -0.02,   2.13,   1.93,   2.60,   1.53,   0.88,   2.52,   2.97,   3.80,   4.64,   3.66,   2.30,   4.25,   4.23,   3.88,   5.69,   3.12,   5.41,   3.97,   3.92,   3.32,   3.15
200705,   1.90,   3.56,   2.53,   3.21,   3.08,   3.42,   4.58,   3.45,   2.36,   3.15,   6.83,   5.22,   6.26,   3.50,   3.78,   4.20,   3.92,   4.25,   5.14,   2.55,   2.53,   3.90,   3.52,   3.52,   5.65
200706,   0.43,  -0.21,  -0.89,  -0.76,   0.52,  -1.53,  -0.82,  -2.05,  -1.86,  -2.64,  -0.82,  -0.32,   0.09,  -1.64,  -3.01,  -0.85,  -1.86,  -3.73,  -1.39,  -2.85,  -1.61,  -0.10,  -3.38,  -2.02,  -2.01
200707,  -5.73,  -6.33,  -6.62,  -7.14,  -7.73,  -4.87,  -5.31,  -5.74,  -7.82,  -9.17,  -2.82,  -3.31,  -5.79,  -6.41,  -6.21,  -2.36,  -5.16,  -5.89,  -6.29,  -6.00,  -1.16,  -1.92,  -4.41,  -5.83,  -3.37
200708,   0.56,   0.95,   1.68,  -0.11,  -3.23,   2.54,   2.14,   3.29,   2.73,  -1.37,   0.16,   2.16,   0.78,  -0.21,  -3.58,   1.46,   0.02,  -0.96,  -2.01,  -0.53,   1.39,   2.60,   3.07,   1.28,  -0.73
200709,   2.44,   1.93,   0.88,   0.30,  -1.32,   2.73,   1.43,   0.53,   0.18,   0.17,   3.86,   2.15,   2.70,   1.80,   1.12,   3.36,   1.96,   2.29,   1.41,   1.45,   5.08,   3.97,   2.45,   2.83,   4.31
200710,   3.50,   0.36,   0.72,  -0.74,  -0.46,   3.53,   3.94,   0.24,   1.77,   1.57,   4.56,   1.31,   4.02,   2.53,   3.34,   2.69,   2.50,   1.17,   2.53,  -0.85,   4.18,   2.18,  -0.86,   2.41,   0.42
200711,  -9.36,  -8.59,  -7.87,  -7.86,  -9.61,  -6.87,  -7.40,  -5.98,  -6.34,  -8.67,  -6.50,  -5.62,  -6.62,  -5.35,  -4.88,  -4.18,  -4.29,  -7.94,  -7.14,  -5.02,  -3.50,  -3.00,  -6.24,  -2.53,  -5.74
200712,  -1.60,   1.10,  -0.84,  -1.05,  -1.19,   1.01,   0.37,   0.37,  -0.44,  -0.10,  -0.94,  -2.58,   0.10,  -1.10,   0.28,  -0.86,   0.10,  -2.34,   0.22,  -3.03,  -0.77,  -0.40,  -1.08,  -0.60,   0.89
200801, -10.67,  -8.49,  -7.06,  -5.01,  -4.11,  -9.36,  -7.82,  -6.65,  -2.80,  -3.76,  -6.49,  -5.50,  -6.64,  -4.69,  -5.00,  -6.91,  -6.65,  -4.72,  -2.37,  -5.53,  -8.06,  -5.48,  -3.85,  -2.91,  -6.15
200802,  -5.89,  -3.37,  -4.70,  -3.18,  -3.48,  -4.75,  -1.35,  -2.39,  -2.27,  -4.71,  -3.37,  -2.51,  -0.34,  -1.80,  -2.06,  -1.58,  -1.11,  -2.57,  -2.94,  -4.99,  -2.28,  -3.20,  -3.92,  -5.20,  -2.39
200803,  -4.13,  -0.61,   1.49,   0.55,  -0.74,  -0.71,   1.43,   1.55,   0.98,   1.97,  -3.01,   0.37,  -1.06,  -1.78,  -0.17,  -0.55,  -1.77,  -2.97,  -2.68,  -1.75,   0.71,   0.94,  -4.16,  -3.79,   0.69
200804,   3.49,   3.34,   0.84,   0.35,   0.78,   3.23,   3.38,   3.09,   2.07,   2.30,   7.16,   6.54,   9.10,   9.98,   8.21,   5.89,   7.19,   6.13,   5.47,   4.40,   4.50,   2.24,   5.86,   5.46,   6.36
200805,   5.68,   3.37,   3.72,   1.57,   2.86,   7.25,   4.75,   7.27,   3.77,   4.02,   3.79,   3.48,   7.94,   5.40,   5.53,   4.22,   5.40,   2.34,   4.91,   4.26,   3.16,  -0.39,  -2.10,   0.75,   3.75
200806,  -6.24,  -9.24,  -9.88,  -8.41,  -9.37,  -7.55,  -7.43,  -6.31,  -8.99,  -7.73,  -7.75,  -8.92,  -5.38,  -6.91,  -5.07,  -7.86,  -8.40, -10.49,  -5.78, -11.42,  -6.94,  -7.99, -11.38, -11.17,  -8.11
200807,   5.23,   4.51,   5.15,   7.61,   1.91,   1.94,   4.19,   3.01,   4.58,   8.59,  -0.25,   0.89,   1.59,  -0.96,   4.84,  -0.03,  -2.52,  -7.69,  -3.35,  -2.48,  -0.42,  -1.58,  -3.04,   0.56,   3.64
200808,   1.41,   2.87,   2.87,   4.43,   6.32,   4.31,   4.63,   4.38,   5.32,  12.19,   2.98,   3.42,   4.06,   2.37,   5.22,   0.98,   1.96,   2.57,   3.94,   1.86,   1.49,   1.23,   0.41,  -0.21,   2.98
200809, -13.09,  -8.41,  -7.61,  -5.24,  -5.93,  -8.81,  -8.48,  -5.82,  -6.14,  -6.77, -14.38, -10.76,  -7.11,  -8.30,  -5.70, -13.21, -13.67, -14.55, -10.96,  -9.52, -10.35,  -7.19,  -6.42,  -6.80, -14.09
200810, -23.39, -19.99, -17.51, -14.91, -24.22, -22.64, -20.60, -19.12, -22.47, -19.97, -22.80, -18.43, -17.50, -19.09, -21.03, -20.39, -21.83, -26.33, -21.02, -19.64, -15.79, -13.88, -15.15, -19.32, -19.13
200811, -12.87, -12.75, -13.09, -11.63, -16.65, -10.67, -10.67, -10.83,  -9.99, -17.02, -11.66, -11.65,  -8.96,  -8.53,  -5.35,  -8.15,  -9.78,  -8.02, -10.19, -14.75,  -8.39,  -2.40,  -7.16, -10.63,  -6.96
200812,   3.62,   4.73,   5.34,   3.51,   3.80,   4.56,   3.64,   7.08,   5.85,   7.87,   7.22,   3.95,   3.05,  -1.35,   9.87,   4.11,   6.58,   4.82,   0.75,   2.77,   2.19,   0.87,   0.23,  -1.24,   3.14
200901,  -6.31,  -8.44, -10.87, -15.67, -14.99,  -7.00,  -7.48, -11.36, -13.13, -19.14,  -6.48,  -8.16,  -9.77,  -6.12, -16.14,  -3.75,  -6.60,  -8.16,  -8.68, -15.31,  -3.65,  -8.95, -10.04, -14.71, -10.07
200902, -11.33, -10.58, -12.06, -13.73, -15.19,  -9.45,  -9.58, -10.69, -14.30, -22.72,  -6.39, -10.10,  -9.66, -13.67, -11.25,  -6.15,  -9.16, -12.13, -12.10, -17.68,  -6.92, -10.12, -13.58, -13.50, -12.08
200903,   9.15,  13.60,   9.20,   8.68,  10.28,   8.27,  11.21,  10.41,   7.27,  12.66,   9.22,   8.68,  11.30,   9.44,  10.76,   8.44,   9.67,   8.53,   8.18,  10.18,   9.95,   5.59,  11.64,   9.15,   7.21
200904,  18.84,  15.63,  15.73,  15.53,  18.83,  15.82,  16.35,  16.39,  15.15,  19.13,  13.77,  18.46,  13.85,  15.09,  15.22,  10.90,  13.78,  19.44,  12.69,  20.83,   7.97,   6.31,  10.87,  11.15,  17.57
200905,   5.95,   6.95,   4.07,   2.77,   5.01,   3.80,   3.76,   2.26,   2.10,   3.56,   4.30,   0.45,   4.35,   0.95,  -0.44,   3.53,   3.02,   5.26,   7.04,   4.87,   4.85,   5.52,   6.62,   6.50,  -0.24
200906,   8.10,   4.40,   4.61,   2.67,   2.56,   6.32,   1.77,   0.63,  -3.34,   0.78,   1.92,   0.50,  -1.54,   0.77,   0.70,   1.79,   0.91,  -2.03,  -0.96,   0.19,   1.73,  -1.17,  -0.85,  -1.15,   5.03
200907,   8.12,   6.98,   9.63,   9.81,  14.04,   6.72,   7.66,  11.80,  11.68,  13.40,   6.85,   9.00,  10.28,  13.41,  15.00,   7.79,   8.00,   8.00,  13.00,   9.96,   6.11,   9.11,   7.64,   9.23,   7.52
200908,   2.77,   1.82,   4.24,   3.99,  11.28,   0.14,   0.79,   3.10,   3.74,  10.22,   0.77,   1.12,   3.81,   5.41,  11.08,   2.44,   3.35,   4.03,   4.59,  16.32,   1.31,   4.45,   2.51,   5.76,  13.32
200909,   5.25,   5.99,   5.21,   5.88,   9.45,   8.55,   6.03,   7.52,   5.00,   8.61,   6.41,   4.42,   6.20,   7.85,   8.24,   6.61,   6.95,   4.66,   5.86,   9.41,   3.45,   3.03,   3.99,   4.24,   1.93
200910, -10.91,  -7.22,  -6.81,  -7.92,  -8.70,  -7.33,  -5.17,  -7.16,  -8.58, -10.86,  -4.78,  -4.42,  -5.44,  -5.07,  -9.96,  -3.98,  -4.17,  -4.26,  -6.03,  -7.09,   0.10,  -1.00,  -2.62,  -3.95,  -8.70
200911,  -0.32,   0.13,   2.73,   1.98,   1.03,   2.69,   0.87,   2.57,   3.02,   5.76,   2.99,   4.20,   1.14,   6.71,   6.81,   4.86,   4.91,   3.77,   3.97,   4.97,   6.99,   5.73,   4.57,   5.19,   5.14
200912,   5.74,   8.88,   6.70,   8.38,  10.64,   9.78,   9.40,   9.08,   7.94,   9.22,   6.89,   7.36,   7.01,   7.02,   8.24,   5.79,   5.81,   7.03,   7.74,   5.10,   1.11,   2.12,   2.38,   2.69,  -0.70
201001,  -4.42,  -5.29,  -3.73,  -3.13,  -1.18,  -2.67,  -2.90,  -1.63,  -1.91,  -4.22,  -3.80,  -3.41,  -3.66,  -4.42,  -1.71,  -4.16,  -4.19,  -4.61,  -3.05,  -1.56,  -3.75,  -4.13,  -1.15,  -5.01,  -2.04
201002,   3.95,   3.48,   5.00,   4.47,   7.97,   2.78,   2.83,   3.55,   6.16,   5.30,   4.18,   4.29,   4.17,   7.25,   8.53,   5.33,   6.57,   5.09,   3.99,   5.45,   2.49,   3.48,   2.10,   4.35,   6.05
201003,   7.10,   7.27,   7.41,   7.83,   9.95,   7.22,   8.07,   8.20,   7.27,  11.46,   9.30,   7.17,   8.39,   9.01,   6.64,   8.20,   7.57,   7.27,   5.79,  11.28,   5.10,   5.74,   5.82,   7.25,   7.56
201004,   6.10,   6.53,   7.33,   9.48,  12.55,   3.67,   4.83,   5.24,   6.98,   8.04,   2.79,   5.17,   4.11,   4.90,   7.54,   4.58,   2.53,   3.71,   6.81,   5.30,   0.45,   1.98,   1.95,  -0.08,   0.93
201005,  -8.02,  -5.45,  -7.68,  -9.23, -10.18,  -5.74,  -6.28,  -7.64,  -8.93, -10.45,  -6.47,  -6.21,  -7.03,  -8.99, -10.00,  -5.78,  -7.27,  -7.93,  -6.41,  -9.79,  -7.47,  -8.18,  -8.57,  -7.88, -10.10
201006,  -5.95,  -7.44,  -7.44,  -7.28, -12.17,  -5.67,  -5.01,  -8.09,  -9.36, -13.13,  -5.76,  -6.13,  -6.74,  -8.77, -10.62,  -4.16,  -7.18,  -7.22,  -7.31,  -9.95,  -4.02,  -7.27,  -2.94,  -6.11, -11.01
201007,   6.28,   5.23,   7.15,   5.78,   6.74,   6.57,   8.48,   5.56,   7.63,   7.03,   6.54,   6.86,   6.19,   7.73,   8.52,   6.97,   6.17,   8.63,   8.90,   6.43,   7.30,   5.33,   8.55,   7.16,   5.94
201008,  -8.95,  -7.77,  -9.52,  -9.14,  -9.66,  -5.47,  -9.13,  -7.45,  -6.76,  -9.06,  -4.39,  -6.06,  -7.82,  -6.76,  -6.18,  -4.34,  -3.87,  -7.36,  -2.88,  -5.40,  -3.83,  -4.82,  -3.82,  -3.51,  -8.36
201009,  10.97,  11.94,  13.61,  11.19,  10.23,  14.73,  15.23,  13.06,  10.84,  11.01,  13.07,  13.98,  12.25,  11.32,  10.55,  12.33,  10.53,  11.64,   7.51,   9.33,  10.31,   8.31,   7.48,   8.05,   6.52
201010,   6.50,   5.73,   5.41,   4.31,   3.46,   4.09,   4.00,   3.18,   3.07,   3.58,   4.45,   4.10,   4.00,   3.33,   4.24,   2.78,   4.60,   4.28,   3.25,   0.19,   4.96,   4.55,   4.11,   1.49,   1.16
201011,   1.74,   3.42,   5.04,   3.83,   3.96,   3.37,   4.53,   2.70,   3.05,   4.70,   4.32,   5.72,   2.98,   2.46,   1.88,   4.34,   2.79,   3.24,   2.09,  -0.75,  -0.61,   1.94,  -1.08,  -0.30,  -2.41
201012,  10.00,   7.76,   9.35,   7.91,   9.35,   7.36,   7.78,   7.89,   8.58,  10.11,   6.08,   8.05,   7.50,   8.25,   7.97,   5.18,   6.73,   9.22,   7.42,   8.91,   4.60,   5.95,   7.46,   8.39,  12.64
201101,  -3.12,  -1.64,  -0.86,  -1.39,  -0.67,   0.55,  -0.28,   1.51,   1.27,   1.39,   1.90,   0.81,   2.38,   2.52,   0.01,   1.87,   2.98,   2.45,   2.17,   1.04,   1.16,   3.83,   2.66,   2.62,   2.92
201102,   1.13,   5.51,   3.46,   5.81,   6.22,   5.57,   6.23,   6.97,   5.06,   5.47,   5.71,   5.89,   5.45,   5.89,   3.59,   4.39,   4.13,   4.07,   4.49,   2.45,   2.05,   3.33,   4.28,   4.53,   3.69
201103,   3.14,   3.65,   1.42,   1.75,   1.86,   2.40,   3.35,   2.95,   0.90,   3.68,   5.06,   2.43,   3.60,   1.67,   2.37,   2.01,   2.88,   2.01,   2.49,  -0.03,   0.01,  -0.69,   1.30,   0.17,  -2.75
201104,   2.60,   1.25,   0.19,   1.33,   0.41,   4.55,   2.56,   1.10,   1.68,   0.17,   4.23,   3.65,   2.96,   3.50,   2.05,   3.19,   1.68,   2.18,   3.02,   2.34,   3.71,   4.07,   2.01,   1.79,   1.49
201105,  -0.87,  -1.49,  -2.48,  -4.38,  -2.69,  -1.72,  -1.06,  -0.91,  -3.31,  -3.79,  -1.20,  -1.35,  -2.66,  -2.68,  -0.88,   0.13,   0.28,  -2.48,  -1.03,   0.13,  -0.11,  -2.58,  -1.51,  -1.78,  -2.71
201106,  -5.11,  -3.31,  -1.96,  -1.85,  -2.43,  -1.07,  -1.67,  -1.17,  -0.88,  -1.79,  -0.21,  -2.65,  -1.15,  -1.15,  -3.16,  -1.90,  -2.11,  -2.94,  -2.05,  -1.50,  -1.10,  -2.40,  -1.79,  -1.58,  -1.92
201107,  -5.03,  -2.15,  -3.33,  -0.83,  -1.78,  -3.52,  -4.07,  -5.42,  -3.08,  -4.76,  -4.71,  -4.10,  -3.51,  -5.92,  -3.00,  -4.40,  -3.78,  -1.67,  -4.24,  -3.41,  -0.04,  -1.65,  -2.29,  -3.18,  -4.96
201108, -12.34, -11.54, -10.21,  -9.77,  -9.81,  -9.13,  -9.55,  -9.64,  -8.78, -10.56,  -7.83,  -8.10,  -8.55, -10.63,  -7.25,  -7.79,  -7.37,  -8.56,  -9.60,  -6.85,  -3.79,  -3.58,  -8.47,  -4.13,  -8.70
201109, -11.48, -14.04,  -9.76, -10.50, -10.57, -10.31, -10.99, -12.93, -11.10, -10.11, -10.14, -12.56, -13.04, -10.24, -10.68,  -8.79, -11.27, -11.51, -10.59,  -9.46,  -6.08,  -4.92,  -7.63,  -6.03, -10.68
201110,  13.58,  15.23,  14.68,  13.96,   9.47,  17.40,  14.86,  17.65,  16.13,  12.43,  14.56,  17.07,  16.14,  16.12,  12.34,  14.84,  15.79,  15.49,  12.60,  11.91,   9.05,  10.85,  12.66,   9.20,  12.71
201111,  -1.90,  -0.88,  -3.55,  -0.17,  -0.66,  -0.29,  -1.39,   0.10,   1.25,   1.31,  -1.30,   1.01,   0.52,   0.37,  -0.09,  -0.40,  -0.50,   1.42,  -0.12,  -0.09,  -0.50,   0.77,   0.89,   0.67,  -4.54
201112,  -0.21,   1.86,   1.09,   1.50,   1.79,  -0.50,   0.86,   1.62,   0.10,   1.13,  -1.88,   0.27,  -0.37,   1.06,   1.64,  -2.68,   0.26,   0.50,   2.41,  -0.20,  -0.46,   0.71,   2.83,   3.20,   0.66
201201,  11.85,   8.13,   7.72,   6.99,   8.01,   8.10,   6.53,   6.96,   6.88,   3.57,   7.81,   6.19,   7.38,   5.28,   3.15,   9.57,   6.27,   5.77,   3.68,   3.49,   6.81,   2.86,   2.96,   1.35,   7.42
201202,   1.16,   1.17,   0.63,   1.30,   2.98,   4.27,   2.77,   2.07,   3.11,   4.25,   4.61,   3.75,   4.19,   2.87,   3.96,   4.80,   5.49,   3.50,   4.07,   5.90,   5.19,   3.02,   3.70,   4.67,   5.53
201203,   3.38,   3.48,   3.36,   3.51,   4.83,   1.89,   2.47,   3.12,   2.91,   2.12,   1.23,   1.91,   1.81,   1.53,  -0.39,   4.42,   0.55,   0.60,   0.76,   1.61,   4.19,   2.82,   0.91,   2.96,   6.32
201204,  -4.01,  -1.82,  -1.88,  -1.27,  -0.31,   0.13,  -2.59,  -2.21,  -2.89,  -1.12,  -2.49,  -0.33,  -2.04,   0.65,  -0.52,  -0.34,  -0.14,  -0.05,  -0.36,  -2.27,  -0.15,  -1.18,  -0.91,   0.34,  -3.26
201205,  -8.66,  -6.29,  -7.62,  -6.92,  -4.80,  -5.72,  -5.58,  -7.46,  -5.84,  -6.91,  -7.68,  -6.19,  -8.05,  -6.27,  -5.47,  -7.41,  -8.59,  -8.65,  -7.01,  -5.59,  -6.20,  -4.60,  -6.04,  -3.63,  -9.62
201206,   6.70,   6.90,   6.75,   5.51,   5.21,   6.52,   3.53,   4.85,   3.28,   5.66,   5.02,   2.84,   2.24,   3.40,   3.54,   0.41,   1.97,   3.52,   2.67,   3.62,   2.72,   4.07,   5.63,   4.54,   6.34
201207,  -1.76,  -0.59,  -1.89,  -1.72,  -2.68,  -4.60,  -0.51,  -1.10,  -1.11,  -0.26,  -0.95,  -0.58,  -1.44,  -0.23,  -2.34,  -2.05,  -0.72,   0.72,  -1.54,  -0.71,   1.55,   1.15,   2.05,   1.41,  -0.25
201208,   2.34,   1.92,   3.48,   2.69,   3.41,   2.16,   2.32,   2.58,   3.47,   3.63,   4.78,   3.93,   4.79,   3.29,   4.02,   4.80,   2.89,   3.97,   3.54,   4.74,   2.54,   2.90,   0.97,  -0.01,   5.46
201209,   4.69,   5.93,   4.25,   4.44,   4.71,   4.48,   4.21,   3.72,   3.26,   3.77,   2.03,   2.23,   2.44,   1.87,   4.07,   1.43,   1.95,   3.32,   2.60,   3.25,   1.70,   2.63,   3.62,   3.04,   5.11
201210,  -5.56,  -3.77,  -3.05,  -3.37,  -1.51,  -6.44,  -2.15,  -0.02,  -2.23,  -0.57,  -2.85,  -0.90,   0.54,   0.53,   0.35,  -1.13,  -0.72,   0.46,   0.55,   0.94,  -3.51,  -0.74,  -2.11,  -1.82,   4.41
201211,  -0.40,   2.16,   0.07,  -0.24,   1.16,  -0.55,   0.55,   0.16,   0.73,   2.37,   2.91,   3.10,   1.96,   1.97,   1.09,   3.03,   2.46,   0.92,   0.36,   0.17,   1.45,   0.13,   0.36,  -0.91,  -2.07
201212,   1.27,   2.90,   4.20,   4.29,   4.60,   3.32,   3.51,   3.86,   3.41,   4.61,   2.54,   4.30,   1.33,   3.89,   3.87,   2.15,   1.97,   2.96,   3.56,   3.95,  -0.77,   0.14,   1.28,   1.89,   6.43
201301,   6.83,   4.94,   5.25,   5.56,   5.57,   7.19,   6.42,   6.88,   6.87,   5.38,   5.35,   6.30,   6.22,   7.78,   7.60,   7.22,   7.28,   7.63,   7.36,   9.99,   3.80,   5.17,   6.59,   5.26,   7.24
201302,  -0.96,  -0.40,   0.72,   1.27,   1.85,   1.37,   0.96,   0.39,   1.88,   1.43,   0.38,   1.17,   1.47,   2.35,   1.11,   0.42,   1.81,   1.14,   0.98,   2.62,   1.34,   0.60,   1.98,   2.68,   0.45
201303,   7.90,   7.19,   4.90,   3.75,   4.35,   5.15,   4.97,   3.54,   4.56,   4.64,   3.87,   4.79,   5.55,   3.92,   6.01,   4.15,   3.92,   5.14,   5.65,   5.91,   3.78,   3.25,   3.70,   4.77,   3.35
201304,   0.17,   0.63,  -1.62,   0.37,   0.28,  -1.04,  -1.66,  -1.76,  -1.31,   1.94,  -1.38,   0.33,  -1.04,  -1.11,  -0.86,   0.94,   0.93,   0.11,   1.25,   1.25,   2.14,   0.96,   2.21,   1.95,   2.81
201305,   7.67,   3.07,   4.35,   6.03,   4.48,   5.35,   4.70,   6.66,   3.67,   8.14,   3.32,   5.90,   5.11,   2.50,   4.87,   3.72,   3.29,   3.14,   2.39,   4.36,   1.81,   3.13,   1.01,   2.03,   6.73
201306,  -0.24,  -0.65,   2.55,   0.09,   0.31,   1.88,  -0.31,  -0.99,   0.81,  -2.02,  -0.18,  -0.66,  -1.84,  -1.51,  -0.38,  -2.01,  -1.90,  -1.38,  -2.18,  -1.13,  -2.24,  -0.80,   0.01,   0.02,  -2.28
201307,   7.80,   9.72,   7.42,   7.75,   8.14,   6.52,   6.55,   7.59,   6.51,   8.29,   8.36,   7.23,   5.86,   7.27,   9.71,   7.25,   5.82,   5.54,   8.40,   5.23,   5.07,   5.51,   4.54,   4.84,   6.55
